,"EC","EQH","El Quinche","El Quinche","P","--3-----","RL","1301",,"0006S 07817W",
,"EC","ESM","Esmeraldas","Esmeraldas","E","1--4----","AI","1101",,"0059N 07942W",
,"EC","ESP","Espanola Island","Espanola Island","W","1-------","RQ","0901",,"0123S 08941W",
"=","EC",,"Empalme = Velasco Ibarra","Empalme = Velasco Ibarra",,,,,,,
,"EC","FLO","Floreana Island","Floreana Island","W","1-------","RQ","0901",,"0118S 09026W",
,"EC","GBB","Guayllabamba","Guayllabamba","P","--3-----","RL","1401",,"0030S 07820W",
,"EC","GNO","Guano","Guano","H","-----6--","RL","1107",,"0135S 07838W",
,"EC","GPS","Galapagos Islands","Galapagos Islands",,"---4----","AI","9601",,,
,"EC","GUA","Guayas","Guayas","G","1----6--","RL","0901",,"0058S 07933W",
,"EC","GUO","Gualaceo","Gualaceo","A","--3-----","RL","1501",,"0254S 07847W",
,"EC","GYE","Guayaquil","Guayaquil","G","1--45---","AI","1207",,"0210S 07954W",
,"EC","HBL","Hacienda Bolivia","Hacienda Bolivia","P","--3-----","RL","1401",,"0021S 07826W",
,"EC","HGU","Hacienda Guayas","Hacienda Guayas","G","--3-----","RL","1207",,"0119S 07952W",
,"EC","HQL","Huaquillas","Huaquillas","O","--3-----","RL","1301",,"0329S 08014W",
,"EC","IAR","Isidro Ayora","Isidro Ayora","G","--3-----","AM","2107",,"0153S 08010W",
,"EC","IBA","Ibarra","Ibarra","I","--3-----","RL","1501",,"0021N 07807W",
,"EC","JAO","Jaramijó","Jaramijo","M","--3-----","RL","1501",,"0056S 08038W",
,"EC","JIP","Jipijapa","Jipijapa","M","--34-6--","AI","0501",,"0120S 08035W",
,"EC","JQU","Junquillal","Junquillal","G","--3-----","RL","1807",,"0143S 07952W",
,"EC","LAC","La Concordia","La Concordia","E","--3-----","RL","1301",,"0102N 07902W",
,"EC","LAM","La Maná","La Mana","X","--3-----","RL","1301",,"0056S 07913W",
,"EC","LAS","Lasso","Lasso","X","--3-----","RL","0501",,"0045S 07836W",
,"EC","LAT","Latacunga","Latacunga","X","--3-----","RL","0401",,"0056S 07837W",
,"EC","LGQ","Lago Agrio","Lago Agrio",,"---4----","RQ","0901",,"0052N 07652W",
,"EC","LJS","La Joya de los Sachas","La Joya de los Sachas","N","--3-----","RL","1301",,"0019S 07651W",
,"EC","LLD","La Libertad","La Libertad","G","1-------","AI","1101",,"0214S 08054W",
,"EC","LOH","Loja","Loja",,"---4----","AI","9601",,,
,"EC","LPT","La Puntilla","La Puntilla",,"1-3--6--","RL","0607",,"0209S 07952W",
,"EC","LTR","La Troncal","La Troncal","F","--3-----","RL","1301",,"0224S 07920W",
,"EC","LUN","La Unión","La Union","R","--3-----","RL","1907",,"0147S 07928W",
,"EC","MAC","Machachi","Machachi","P","--3--6--","RL","0501",,"0030S 07834W",
,"EC","MCH","Machala","Machala",,"---4----","AI","9601",,,
,"EC","MEC","Manta","Manta","M","1--4----","AI","1101",,"0057S 08044W",
,"EC","MIL","Milagro","Milagro",,"--3--6--","RQ","1001",,"0202S 07975W",
,"EC","MOC","Mocache","Mocache","R","--3-----","AM","2301",,"0111S 07930W",
,"EC","MOR","Morona","Morona",,"-----6--","RL","1107",,"0253S 07741W",
,"EC","MRR","Macará","Macara","L","---4----","AI","0212",,"0423S 07957W",
,"EC","MSU","Mariscal Sucre","Mariscal Sucre","G","--3-----","RL","1301",,"0206S 07929W",
,"EC","MTC","Montecristi","Montecristi","M","-----6--","RL","1107",,"0103S 08040W",
,"EC","MTO","Montalvo","Montalvo","R","--3--6--","RL","0901",,"0148S 07920W",
,"EC","MTV","Monteverde","Monteverde",,"--3-----","RL","0106",,"0202S 08043W",
,"EC","MZD","Mendez","Mendez","S","---4----","RL","0907",,"0240S 07819W",
,"EC","NAR","Naranjal","Naranjal","G","--3-----","RL","1301",,"0240S 07937W",
"+","EC","NOB","Nobol","Nobol","G","--3-----","AM","2307",,"0155S 08001W",
,"EC","NRJ","Naranjito","Naranjito","G","-----6--","RQ","1007",,"0213S 07929W",
,"EC","OCC","Coca","Coca","N","1-34-6--","RQ","0901",,"0029S 07658W",
,"EC","PAS","Pasaje","Pasaje","G","--3-----","RL","1301",,"0111S 07955W",
,"EC","PBG","Puerto Balao Grande","Puerto Balao Grande","G","1-------","RL","1301",,"0254S 07950W",
,"EC","PBO","Puerto Bolívar","Puerto Bolivar","O","1-------","AI","0212",,"0316S 07959W",
,"EC","PDL","Pedernales","Pedernales","M","-----6--","RQ","1001",,"0050N 08003W",
,"EC","PEG","Puerto Egas","Puerto Egas","W","1-------","RQ","1101",,"0014S 09051W",
,"EC","PEL","Pelileo","Pelileo","T","-2------","RL","1301",,"0119S 07832W",
,"EC","PEV","Puerto Nuevo","Puerto Nuevo",,"1----6--","RQ","1001",,"0213S 07955W",
,"EC","PFO","Puerto Francisco de Orellana","Puerto Francisco de Orellana","D","--3-----","RL","1301",,"0028S 07658W",
,"EC","PIF","Pifo","Pifo","P","--3-----","RL","1807",,"0014S 07820W",
,"EC","PIN","Piñas","Pinas","O","-----6--","RL","1201",,"0340N 07939W",
,"EC","PJE","Pasaje","Pasaje","O","--3-----","RL","1301",,"0320S 07949W",
,"EC","PLQ","Palenque","Palenque","R","--3-----","RL","1301",,"0127S 07944W",
,"EC","PPI","Patricia Pilar","Patricia Pilar","R","--3-----","RL","1501",,"0034S 07921W",
,"EC","PRO","Progreso","Progreso","G","--3-----","RL","1301",,"0153S 07952W",
,"EC","PSC","Pascuales","Pascuales","G","--3--6--","RQ","1007",,"0205S 07956W",
,"EC","PSJ","Posorja","Posorja","G","1-3--6--","RL","2001",,"0242S 08015W",
,"EC","PTE","Paute","Paute","A","-----6--","RL","1201",,"0247S 07845W",
,"EC","PTL","Palestina","Palestina","G","--3-----","RL","1307",,"0138S 07958W",
,"EC","PTZ","Pastaza","Pastaza",,"---4----","RQ","0901",,"0200S 07700W",
,"EC","PUE","Puebloviejo","Puebloviejo","R","--3-----","RL","1601",,"0133S 07932W",
,"EC","PUN","Puná","Puna","G","1-3-----","RL","1101",,"0244S 07955W",
,"EC","PUV","Pueblo Viejo","Pueblo Viejo","M","--3-----","RL","1301",,"0047S 07951W",
,"EC","PUY","Puyo","Puyo","Y","-----6--","RL","1201",,"0128N 07759W",
,"EC","PVL","Portovelo","Portovelo","O","--3-----","AM","2007",,"0343S 07937W",
,"EC","PVO","Portoviejo","Portoviejo","M","--34----","AI","1101",,"0103S 08027W",
,"EC","PYO","Putumayo","Putumayo",,"---4----","RQ","0901",,"0004N 07554W",
,"EC","PYS","Playas","Playas","G","--3--6--","RL","1701",,"0238S 08023W",
,"EC","QSA","Quinsaloma","Quinsaloma","R","--3-----","RL","1501",,"0112S 07918W",
,"EC","QUI","Quinche","Quinche","P","--3-----","RL","0501",,"0007S 07818W",
,"EC","QVD","Quevedo","Quevedo","R","--3--6--","RL","0501",,"0102S 07927W",
,"EC","RAB","Rabida Island","Rabida Island","W","1-------","RQ","0901",,"0025S 09042W",
,"EC","RBA","Riobamba","Riobamba",,"--3-----","RL","0207",,"0140S 07838W",
,"EC","RMN","Ruminahui","Ruminahui","P","-2------","RL","1301",,"0013S 07831W",
,"EC","SAI","Sangolquí","Sangolqui","P","--3-----","RL","1501",,"0019S 07827W",
,"EC","SAL","Salitre","Salitre","G","--3-----","RL","1301",,"0150S 07948W",
,"EC","SAR","Santa Rosa","Santa Rosa","O","--3-----","RL","1301",,"0327S 07958W",
,"EC","SBO","Simón Bolívar","Simon Bolivar",,"--3--6--","RL","0607",,"0201S 07929W",
,"EC","SCS","San Carlos","San Carlos","P","--3-----","RL","1907",,"0030S 07846W",
,"EC","SCY","San Cristóbal","San Cristobal","W","---4----","RL","0907",,"0054S 08937W",
,"EC","SDO","Santo Domingo de los Colorados","Santo Domingo de los Colorados",,"--3-----","RQ","0101",,,
,"EC","SEL","Santa Elena","Santa Elena","SE","-23-----","RL","1501",,"0213S 08051W",
,"EC","SGO","Santo Domingo","Santo Domingo","SD","-23-----","RL","1307",,"0015S 07910W",
,"EC","SLR","San Lorenzo","San Lorenzo","E","1-------","AI","1101",,"0115N 07850W",
"+","EC","SMT","Santa María Del Toachi","Santa Maria Del Toachi","SD","--3-----","AM","2307",,"0038S 07914W",
,"EC","SNC","Salinas","Salinas","G","1-------","AI","1101",,"0213S 08058W",
,"EC","SNJ","San Juan","San Juan","R","--3-----","RL","1301",,"0140S 07946W",
,"EC","SUQ","Sucua","Sucua","S","---4----","RL","0907",,"0228S 07810W",
,"EC","SYM","Seymour","Seymour","W","1-------","AI","0501",,"0025S 09017W",
,"EC","TAB","Tabacundo","Tabacundo","P","--3-----","AM","2007",,"0030N 07812W",
,"EC","TDM","Tundayme","Tundayme","Z","--3-----","RL","1907",,"0334S 07829W",
,"EC","TEN","Tena","Tena","N","-----6--","RL","1201",,"0059S 07749W",
,"EC","TEP","Tepre","Tepre",,"1-------","RQ","9501",,,
,"EC","TGL","Tenguel","Tenguel","G","--3-----","RL","1301",,"0300S 07946W",
,"EC","TPC","Tarapoa","Tarapoa",,"---4----","RQ","0901",,"0125S 07646W",
,"EC","TPN","Tiputini","Tiputini","D","---4----","RL","0907",,"0042S 07620W",
,"EC","TSC","Taisha","Taisha","S","---4----","RL","0907",,"0222S 07730W",
,"EC","TSL","Tisaleo","Tisaleo","T","-23-----","RL","1307",,"0121S 07840W",
,"EC","TUA","Tulcan","Tulcan",,"---4----","RQ","0901",,"0048N 07742W",
,"EC","TUO","Tumbaco","Tumbaco","P","--3-----","RL","1501",,"0013S 07824W",
,"EC","UIO","Quito","Quito",,"---45---","AI","9601",,,
,"EC","VCS","Vinces","Vinces","R","--3-----","RL","1301",,"0133S 07944W",
,"EC","VEI","Velasco Ibarra","Velasco Ibarra","G","--3--6--","RL","0501",,"0103S 07937W",
,"EC","VEN","Ventanas","Ventanas","R","--3-----","RL","1301",,"0127S 07928W",
,"EC","VFT","Virgen de Fatima","Virgen de Fatima","G","--34----","AM","2101",,"0215S 07938W",
,"EC","VHS","Valle Hermoso","Valle Hermoso","L","--3-----","RL","1301",,"0426S 08018W",
,"EC","VIC","Viche","Viche",,"-----6--","RL","1107",,"3800N 07933W",
,"EC","VIL","Puerto Villamil, Isla Isabela","Puerto Villamil, Isla Isabela","W","1-------","AI","1101",,"0056S 09101W",
,"EC","VLC","Valencia","Valencia","R","-23-----","RL","1401",,"0057S 07920W",
,"EC","WGL","Isle Baltra","Isle Baltra",,"---4----","RQ","0901",,"4431N 07913W",
,"EC","WSE","Santa Cecillia","Santa Cecillia",,"---4----","RQ","0901",,,
,"EC","XMS","Macas","Macas","S","---4----","RL","0907",,"0219S 07807W",
,"EC","YGU","Yaguachi","Yaguachi","G","--3--6--","RQ","1001",,"0207S 07941W",
,"EC","ZPT","Zapotal de Colonche","Zapotal de Colonche","G","--3-----","RL","0501",,"0203S 08038W",
,"EC","ZTL","Zapotal","Zapotal","G","1----6--","RQ","0901",,"0219S 08032W",
